step,action,psnr_value,mse_value,ssim_value,rank
1,2670,5.425637828856718,0.2869496104427963,0.021649016067385674,1
2,6739,5.448248973650145,0.2854568612052478,0.019405685365200043,2
3,3351,5.520399284977859,0.2807486547865612,0.01719171367585659,3
4,45253,5.558584482089605,0.2782800471187276,0.018134016543626785,4
5,2916,5.558551085545145,0.27828214656806644,0.017718033865094185,5
6,9428,5.6276620629436,0.2739553948870088,0.0245051346719265,6
7,40813,5.6348958365258,0.2737763565373146,0.023563778027892113,7
8,42369,5.660671007387399,0.27222482307411533,0.032345425337553024,8
9,5603,5.66303660376199,0.2721401900010508,0.03149652108550072,9
10,1763,5.663205102716603,0.2721384436172275,0.031573571264743805,10
11,42307,6.057648099433296,0.250026255690363,0.041617799550294876,11
12,4702,6.055270908596521,0.2502282259542259,0.039158813655376434,12
13,33809,6.1015965418925795,0.24742763312709384,0.03690493479371071,13
14,41857,6.129802748433363,0.2458644726847913,0.03524626046419144,14
15,6735,6.1265823627015035,0.24579556300448985,0.03678368777036667,15
16,8074,6.1432472659830095,0.2448081600144648,0.029779933393001556,16
17,1253,6.143327686704351,0.24479583679382222,0.03051212802529335,17
18,20237,6.1423488322003275,0.24482338755949418,0.030092665925621986,18
19,43932,6.19147021583954,0.24214457073174142,0.02770099975168705,19
20,1345,6.246541051758334,0.23923621625216077,0.05425556004047394,20
21,16368,6.265096822598507,0.2380642483772701,0.047819461673498154,21
22,10739,6.272831200527857,0.23798045003134272,0.04997554048895836,22
23,3108,6.296750049268217,0.23662307484343323,0.04975832626223564,23
24,372,6.296300067398989,0.2365824416337751,0.04790569841861725,24
25,7604,6.334519977095937,0.2344701197498964,0.06786463409662247,25
26,13170,6.335904865662069,0.23439804011578683,0.06648558378219604,26
27,4894,6.3498521013796205,0.23347393536884092,0.07078757882118225,27
28,3367,6.3526240896219175,0.2333462400742437,0.0712457150220871,28
29,7632,6.389085963015023,0.23135365153252135,0.0740545243024826,29
30,3803,6.389588338098038,0.2313251241222958,0.07211524993181229,30
31,20396,6.394666769364311,0.23108695233095572,0.07112256437540054,31
32,35325,6.54527570691627,0.22374435281762556,0.15805380046367645,32
33,3764,6.553222537438696,0.22339104918196792,0.15743139386177063,33
34,26988,6.5732811357304435,0.22282708497462472,0.16380414366722107,34
35,11467,6.6239361190740205,0.22065929488352506,0.1536988914012909,35
36,23639,6.632221666146096,0.22040032909449425,0.1527481973171234,36
37,16841,6.667005352415034,0.2188721039051437,0.15200909972190857,37
38,20208,6.72698156935951,0.2158750374833351,0.16522422432899475,38
39,3060,6.729719611231465,0.2156858871636239,0.16687969863414764,39
40,6720,6.7401318173921645,0.21514155649784206,0.1650293469429016,40
