step,action,psnr_value,mse_value,ssim_value
1,18852,37.29249972477368,12.129150598422807,-0.018788775035964902
2,133,37.57430490538445,11.36710496492161,-0.02174566535462995
3,1717,37.707412012737144,11.023998858511533,-0.03594732072084712
4,1608,37.74690782737175,10.9241983785033,-0.04558176986290682
5,1468,37.81826413226933,10.746175963136702,-0.06790045914480747
6,1701,37.91361016525175,10.512822803969373,-0.06318466404995797
7,15694,38.01313380877592,10.274648655742158,-0.10246993975141731
8,3168,38.07666387934744,10.125441595013308,-0.13414218951252563
9,717,38.16658165247597,9.917956419380102,-0.12474579451686137
10,1715,38.353715109246515,9.499677238814453,-0.1091086148046852
11,167,38.99210094247377,8.201065237546892,-0.05775672928138774
12,424,38.99225889264111,8.200766975394082,-0.05775672928138774
13,15694,39.02822660153602,8.133129748924265,-0.0829582546609735
14,145,39.028272642350814,8.13304352771925,-0.08294124801384817
15,563,39.03618171856879,8.118245659607242,-0.08174365602129305
16,717,39.135279814892556,7.93509954635984,-0.04637581340504267
17,146,39.135622830200646,7.934472839541637,-0.04625835689497429
18,1277,39.14103551560521,7.924590131938696,-0.04642027092788349
19,588,39.396910561916954,7.471181804023017,0.0035643433666035637
20,1342,39.404861050546465,7.457517064726588,-0.0020726905764708644
21,148,39.41049152470625,7.447854922613497,-0.011620046427655536
22,292,39.434625335074266,7.406581863327795,-0.014795275117175552
23,744,39.450502382007265,7.37955412944763,-0.013087641482481087
24,1004,39.50746894460165,7.283388337761384,-0.009754456388349618
25,716,39.52398591055937,7.255740966642378,-0.01645856282236244
26,19438,39.553010758000205,7.207410947173896,-0.016541672667560514
27,19149,40.16347777458617,6.262281462915582,0.02219936440029399
28,1730,40.21242643511921,6.192096520204958,0.026001779677901786
29,435,40.21232905338164,6.192235366979207,0.02554422925975411
30,2158,40.213255790957305,6.190914151721054,0.02528519246327308
31,1747,40.21837239235845,6.183624676719315,0.015826857244462828
32,1148,40.21870138053538,6.183156270501184,0.014905700504280136
33,17420,40.28413692358305,6.090692424601354,0.023901545312300775
34,582,40.28851927334799,6.084549569167379,0.0174258675659887
35,422,40.34989037717559,5.999172131794804,0.014374505722492523
36,165,40.41096217627917,5.915400357439688,0.014179900558910306
37,1866,40.41175130714709,5.9143256026042605,0.014861178359395563
38,19004,40.489289515728224,5.8096692633664695,-0.05051029690455034
39,279,40.49582090776426,5.8009386185251985,-0.04696812540924363
40,259,40.50162893581674,5.7931859307297575,-0.04825924329729796
41,567,40.57831210685387,5.691793694233843,-0.0018633152820525236
42,279,40.57872916162994,5.691247135189435,-0.0018304530729026044
43,182,40.579075152973594,5.690793746097466,-0.0014222587035342138
44,290,40.578716187120854,5.691264137765117,-0.005453694978661109
45,246,40.5990756845584,5.664646230531972,-0.0019268675767144762
46,561,40.66386845310983,5.580762177172707,0.05267623140236031
47,149,40.669434008714674,5.573614918796671,0.05714255288660289
48,602,40.73453705266203,5.490686600634926,0.06805485196413724
