step,action,psnr_value,mse_value,ssim_value,rank
1,7712,5.746751754904535,0.2864490277932281,0.12449003028427175,1
2,17399,5.748729140606601,0.2857170061000363,0.132272434167431,2
3,9456,5.742905967501373,0.28199217143478,0.12395905259867514,3
4,23779,5.812249310791959,0.2757757297876426,0.10354257709626337,4
5,15407,5.784799989624679,0.26950210673170605,0.0934430048906517,5
6,9080,5.779045324934655,0.2698315878564078,0.09303237301868435,6
7,17253,5.805589357331052,0.26938829017727517,0.09430765131820658,7
8,17192,5.8051450602868915,0.2713804880788639,0.08891462617392513,8
9,18339,5.781575939592104,0.27554807875865545,0.08063876242731258,9
10,23969,5.931694779189098,0.2706869790332171,0.11990088320876843,10
11,11260,5.474980775738447,0.35064704957649734,0.21959334040350745,11
12,20797,5.445949652632949,0.3512524085454261,0.22320994148237847,12
13,22364,5.409359852444739,0.3592934606872555,0.2236504584695675,13
14,18100,5.774795028120772,0.33081723016293296,0.27474708353641414,14
15,19978,5.8382826234230105,0.3257120317682362,0.27900809016364303,15
16,21663,5.852888669619318,0.32454801824964624,0.3080326104981339,16
17,9172,5.854056609729808,0.3246618389643724,0.30817683911219385,17
18,3929,5.973391769606944,0.29001760405974425,0.31820390318739505,18
19,19215,5.963024501510814,0.29116376818597206,0.31836040281367756,19
20,1752,6.442678371224791,0.24506913239383848,0.3855283845378938,20
21,8667,6.390493497155254,0.24606289486442948,0.3823692422913581,21
22,1967,6.462110165051814,0.2424795484129184,0.36112072931298445,22
23,24089,6.428537549860839,0.24312208300552882,0.351118221612519,23
24,25155,6.433509746147243,0.241824251542462,0.3530265257261498,24
25,3756,6.50430664896466,0.24035741704889388,0.3614573419779871,25
26,25190,6.524640809332124,0.24707816570784716,0.36932055107806916,26
27,12635,6.823219335272044,0.22915417043591796,0.39703671602344137,27
28,9682,6.845168271030079,0.22788869868657696,0.39982784188702675,28
29,17724,6.835548032495311,0.22860673582733704,0.4027402110652531,29
30,21700,6.37229916093087,0.2520445790585149,0.3572184152674015,30
31,20831,6.44449097645483,0.24667864925123942,0.3633809904466671,31
32,25126,7.094891810386327,0.21456773474068888,0.46360297570319375,32
33,21177,7.128608304543889,0.2130732515510581,0.46971640498923006,33
34,10408,7.243858823144271,0.20916258722322176,0.4696155867683437,34
35,2862,7.240924822419943,0.20910607855142246,0.46923892831185726,35
36,4753,7.254822028651194,0.20870951134077537,0.47336178154018727,36
37,14554,7.227089265912017,0.2124352207282418,0.4677648426998496,37
38,14444,7.249080460194719,0.21015711415932672,0.46967066115943096,38
39,1523,7.258999945495396,0.21022434450194427,0.46849837960849905,39
40,490,7.395635457685108,0.20327127853332874,0.47300767274822714,40
41,12045,7.41191674036412,0.20069200413749794,0.47354441313584367,41
42,8802,7.402393638324655,0.20185161496620202,0.4738012718980242,42
43,22005,7.373653147143302,0.20358046182330433,0.469779241236646,43
44,18005,7.419177376909058,0.20310393716796815,0.46606883264442506,44
45,19084,7.497816561255309,0.20044883961578108,0.4699240105568934,45
46,24697,7.573293350105519,0.1965136544970113,0.4732784818470013,46
47,24827,7.54536308528027,0.1984261320698665,0.4716864375145226,47
48,20520,7.528700218623832,0.19893453323366986,0.4727645825185398,48
49,12907,7.651643367867617,0.1904604287144873,0.4764358237150048,49
50,2206,7.672241625691537,0.18986515224808842,0.477041885353601,50
51,7386,7.6881219004756485,0.1892711030096182,0.4776254079693841,51
52,24774,7.696408907177328,0.18882454694133086,0.477923954458733,52
53,20075,7.678036193977606,0.18921252921050527,0.4759764043236849,53
54,24115,7.671182829955794,0.19013198709075338,0.4774231670738423,54
55,21410,7.685971728295947,0.18916294142214185,0.47823343349134334,55
56,14394,7.682772211733965,0.18898391481964477,0.4790911293355013,56
57,23924,7.981061558849872,0.17892518729156284,0.48129306002969435,57
58,16249,7.985912606444762,0.17901770390259786,0.48167028106377935,58
59,7822,7.975167474210297,0.1805870443088358,0.4788827639814129,59
60,13423,7.97802601842112,0.18042494449779067,0.47942738681656,60
61,16931,8.095128183813422,0.1846151323753126,0.4693178317394179,61
62,1303,8.11068998279066,0.18417859869123712,0.467544026942663,62
63,4509,8.087151707107289,0.18594661200446572,0.4662843656351336,63
64,3470,8.070646720379369,0.18725953933482195,0.46577140326947336,64
65,7258,8.130644532727732,0.18419567012977192,0.46716358564400695,65
66,16366,8.133538707867148,0.18383821126440555,0.46852618091056064,66
67,2099,8.13899151024594,0.18324023767787873,0.46956929088196575,67
68,12228,8.181977268134736,0.17928926624574487,0.4723772982079933,68
69,17752,8.185714872480474,0.1797156524325275,0.4742041020304493,69
70,8517,8.165328806096229,0.180594319424569,0.4744229506356653,70
71,9195,8.176485928662133,0.17926148841138456,0.47352177753441427,71
72,7469,8.247478918946424,0.17611163466293414,0.48018417004170205,72
73,16569,8.307166366815098,0.1712880064475539,0.4879315223670766,73
74,17888,8.28603129036994,0.17218011801054053,0.4899712484837552,74
75,6688,8.334096778466778,0.17027393580872072,0.49389826875782955,75
76,19478,8.48367845711046,0.16422298219991685,0.5009986242349449,76
77,4122,8.480741152814277,0.16441767922658973,0.5006642286933288,77
78,10324,8.482478667905552,0.1642980799296428,0.5012316592060723,78
79,15896,8.5082338110757,0.16402810480323024,0.5074999498981337,79
80,749,8.521120704604954,0.16354749844062333,0.5027011282347352,80
81,19596,8.526297281172276,0.1636828686768313,0.5034740062942908,81
82,6977,8.53031958756282,0.1635386263596326,0.5037725674973718,82
83,22748,8.522498581778148,0.16414380331173922,0.5024612694002395,83
84,12133,8.526729701418354,0.16439980876568389,0.5008067556701261,84
85,11052,8.324859060268084,0.18888973714198096,0.4900418589228826,85
86,9684,8.32529829392351,0.1898067407361537,0.4906909872278788,86
87,12008,8.381652191442445,0.1937569088030159,0.49765562465145463,87
88,9464,8.350995700303825,0.1932229295711658,0.4959960968914245,88
89,10224,8.354800176731207,0.19307294697840682,0.4964700028221714,89
90,14180,8.354482545616186,0.19306206438762125,0.4964062525924349,90
91,5396,8.353925779872222,0.19312138450774227,0.4961202874366692,91
92,10112,8.35163337394465,0.1882500160348425,0.4955800435815925,92
93,14586,8.661401815532804,0.16867435104755144,0.5068049920035146,93
94,715,8.651307936032618,0.16904874792807725,0.5036976406743081,94
95,860,8.615767613846943,0.17053782216572547,0.5011417788319135,95
96,23237,8.601326924152767,0.16994983348681525,0.5017275926190419,96
97,1598,8.665503389707492,0.16447228083523954,0.5116410448488289,97
98,5369,8.68633061593518,0.16313735631615403,0.5138030613326666,98
99,11702,8.739863112270418,0.14387754287494814,0.5098512126845279,99
100,23141,8.743322250133076,0.14368093282755828,0.5099321357339992,100
101,298,9.290784730977528,0.12459383969114561,0.5523714637979185,101
102,10297,9.299270970562397,0.12444569182954568,0.5516331995617179,102
103,19788,9.328007442699445,0.12349175272521808,0.5542677939318633,103
104,18008,9.349778733872276,0.12315412148640092,0.5557461235127239,104
105,14814,9.335428484744906,0.12348900622441439,0.5616299452346386,105
106,23750,9.402206642139856,0.12210806127508002,0.5636220283492737,106
107,1070,9.555507868809016,0.11601415212408199,0.578841448889953,107
108,9891,9.543860128821876,0.11612721709893399,0.5805477444603906,108
109,5929,9.580206950373766,0.1157298497623793,0.5822143448302012,109
110,1253,9.598550435907532,0.11529024009881043,0.5825938299397321,110
111,11782,9.624586020484807,0.11460981651180455,0.5854032622497951,111
112,24758,9.779896463860284,0.10969130556597698,0.5958097136565094,112
113,2094,9.807479254821041,0.1091111002736747,0.5950733486442926,113
114,22168,9.830098335272716,0.10890352142180788,0.5942433417367007,114
115,3487,9.839839698874112,0.10868976340796307,0.594394944724692,115
116,13400,9.852071052050814,0.10843107076227243,0.5950467875330493,116
117,10373,9.919409915437928,0.1068758180766928,0.5982389521808321,117
118,15199,9.917673056951395,0.10702408223576823,0.5996587119889114,118
119,5844,9.92172540501465,0.10694420057023864,0.5994979358933622,119
120,3441,9.919753743967126,0.10698290097289509,0.5993462071886062,120
121,11730,9.936231851742573,0.10655398917471702,0.5994056134326596,121
122,2873,9.958944361681484,0.10643926577080887,0.5960738555544526,122
123,1536,9.955391538647454,0.10649475742077821,0.5966839611070633,123
124,19560,9.961330979927778,0.10662519251553738,0.5964561547384807,124
125,17632,9.912215463184623,0.10774836680975966,0.5933895508113955,125
126,1627,9.901764785937667,0.10800035310057253,0.5927950200260029,126
127,18441,10.115833164465082,0.10289290810262527,0.6047950704895866,127
128,14380,10.049467944356298,0.10427709056476635,0.6027180699674397,128
129,22425,10.022025292209564,0.10555983426677808,0.6010981530448533,129
130,1140,9.968503270197125,0.10661575657979858,0.6011757155208867,130
131,24338,10.079103045916028,0.10405431392605957,0.6017885375426348,131
132,982,10.073547872290794,0.10404885783570375,0.6049109494185956,132
133,22965,10.105834993337574,0.10312433638759418,0.6083132015967709,133
134,16620,10.11638918061111,0.10280155456464621,0.6088843526279596,134
135,18904,10.145885339857337,0.10201831027477187,0.611108877495021,135
136,18115,10.11529460791198,0.1028030628621598,0.6091199704224383,136
137,20158,10.121856691220692,0.10243255791793915,0.6094363244363264,137
138,22787,10.147322523805602,0.10190210092568563,0.6118139680308178,138
139,18750,10.137559230840488,0.10215058355576484,0.6108137454434437,139
140,1008,10.142691604457992,0.10206455559281655,0.6108220886182637,140
141,20985,10.127113996056089,0.10237199913189965,0.6099846489505584,141
142,3427,10.111229216710889,0.10308934317808702,0.6093039718000183,142
143,18280,10.110685936292967,0.10328430072969497,0.6106327722711874,143
144,20047,10.128981340441483,0.10279637907668351,0.6112934476459237,144
145,20984,10.193992820073499,0.10125999934332283,0.6135660383880531,145
146,11281,10.218282772662802,0.1006350327020494,0.6143722572001223,146
147,19328,10.227831295963828,0.10040896916411496,0.6150146705309988,147
148,5906,10.825176560908961,0.08765247809818895,0.6433111084833246,148
149,14531,10.877893165862574,0.08631070351007096,0.6459967562815556,149
150,16485,10.86528893853819,0.08656554982257278,0.646691728060602,150
151,5944,10.89072121787089,0.0860819661067127,0.6461601624814103,151
152,20284,10.901070232851275,0.08587877132138674,0.6475072005143201,152
