step,action,psnr_value,mse_value,ssim_value
1,1038,38.27806316838455,9.666606588305614,0.1652399301544974
2,19294,38.79522543230282,8.581393512362947,0.05168475329349983
3,286,35.37573045639924,18.85850734369907,0.010618420652601511
4,602,37.5204930729337,11.508826781394864,0.18304356633005534
5,1005,37.777190021586016,10.848291806750836,0.03648268394353106
6,19150,37.67120038061285,11.116301639837413,-0.11051222490860463
7,152,37.27661906729126,12.173583925220283,-0.1101750132003115
8,429,37.25734385262276,12.22773380334846,-0.16282994998602004
9,19148,37.22998527272163,12.305006107442635,-0.1239359922627311
10,874,37.25607684377657,12.231301637542117,-0.12429772282235708
11,1285,37.253850893163495,12.237572325528795,-0.12383562045003488
12,1803,37.482421918116245,11.610159044276667,-0.2595624853716536
13,1288,37.554253709170034,11.419707756390695,-0.28605721041704474
14,1766,37.55343557970916,11.421859218082922,-0.2851693026026133
15,296,37.56724046203167,11.385610292448604,-0.2582021737341782
16,1718,37.55552965422066,11.416353170974494,-0.25875154107118165
17,1149,37.58948750637905,11.327435820948583,-0.2271094525789115
18,891,37.60809366964877,11.279010316831279,-0.2552594020730256
19,473,37.57678174697367,11.360623995770693,-0.2290570087718496
20,841,37.562730032035844,11.397441129999805,-0.22630650666928473
21,15694,37.614431099642324,11.26256345573458,-0.21477268025919657
22,856,39.11994613271082,7.963165605450304,-0.052197209332292854
23,509,39.17668761291568,7.859801889918079,-0.031969323576417116
24,572,39.150284415540284,7.9077315820340885,-0.03607077051136488
25,574,39.14824940036743,7.9114378516935,-0.038387481362432474
26,1477,39.37178909586771,7.514523574975663,0.03336112101773175
27,2014,39.442751855228465,7.392735622845881,0.0883486627107841
28,329,39.442558534944524,7.393064707745285,0.08317797482386992
29,424,39.450468000256514,7.37961255132625,0.0875265848318863
30,19147,39.67070537830072,7.014711643822413,0.11896619569205624
31,748,39.664648355120256,7.024501755227585,0.11807262846150511
32,2725,39.65331970739319,7.042849210677996,0.11693931667317539
33,278,39.69403700664307,6.977127513757168,0.12004897436117375
34,1869,39.68351361343593,6.994054296614046,0.11885452030662375
35,1452,39.6754268155796,7.007089736108813,0.1152271415061087
36,286,39.68412605907916,6.993068058877808,0.11793474655332042
37,271,39.681514189073106,6.997274991939382,0.12301492926263052
38,296,39.703996828567234,6.9611449654213855,0.12406134381097747
39,1278,39.69315578068906,6.978543384770003,0.12630847838043355
40,285,39.699524982293,6.968316413259238,0.13585818837423197
41,306,39.70649590821084,6.9571404357520485,0.13582634957371315
42,856,39.69349054597685,6.978005481539569,0.13885033342135358
43,1758,39.69725999665003,6.97195156261348,0.14030193716039163
44,276,39.684357684569015,6.992695102349765,0.13667633799318965
45,427,39.81284143396699,6.78885006956779,0.1293780372551304
46,423,39.813032758233135,6.788550999880791,0.12919460607123912
47,284,39.835509967723645,6.7535071516128395,0.12496754925504455
48,13964,39.83419455876105,6.7555529914050725,0.12501068675178414
49,246,39.97552207942764,6.539253190164169,0.14241113843379755
50,1115,40.10953610397975,6.340547355031766,0.14113173042474997
51,19148,40.51266856731489,5.778478531945763,0.166777821307195
52,857,40.496465854518526,5.800077217125071,0.16324637228535838
53,711,40.74314774919971,5.479811077301875,0.16853175705264686
54,1433,40.7641870402119,5.453328464212657,0.17347179370965576
55,5177,40.763331907259754,5.454402339244663,0.1736770649139412
56,442,40.80796666648134,5.3986316221523545,0.1754838987567556
57,17421,40.83017799109271,5.371091633990247,0.17727617282886451
58,165,41.09855841215952,5.049222625929572,0.18002420468488678
59,1150,41.13443277649133,5.0076859307627934,0.17307721158269718
60,952,41.13658805909505,5.0052013722117,0.17312230630396863
61,427,41.18778036680172,4.946549098830041,0.17255149170009823
62,203,41.19074834935251,4.943169766015114,0.17200741237941017
63,1720,41.19184859694434,4.941917615230189,0.17388080891982172
64,435,41.28329588966541,4.838945958277561,0.1715951663030605
65,279,41.2852965190163,4.836717353439716,0.17077781335055053
66,146,41.291803456778354,4.829476033365585,0.16499145252638145
67,574,41.29152563263066,4.8297849914657345,0.1643730799173815
68,292,41.315326853658505,4.803388074509207,0.164343272100267
69,295,41.31539917393684,4.803308087430244,0.16436009273243324
70,17420,41.31877538076413,4.7995754451031605,0.16422565342568485
71,18998,41.45232424934082,4.6542310153446245,0.18325363032749756
72,442,41.50167591281118,4.601641378239883,0.16990625669334894
73,1719,41.512989986257615,4.589668960242723,0.1700592005574567
74,145,41.55578013278259,4.5446699383553755,0.17028831150712256
75,19150,41.555678519887415,4.54477627230427,0.16997755882460702
76,853,41.63435120186321,4.463188616081869,0.18458943551538187
77,661,41.63351934657168,4.464043584960349,0.18625068291420876
78,290,41.66675021912223,4.430016450632137,0.1821346706918921
79,1867,41.66604403255605,4.430736854090734,0.1822685073432625
80,574,41.674524114571945,4.422093789395536,0.1785362160169015
81,313,41.68645728357919,4.409959819649256,0.1778830312645866
82,444,41.68556501946742,4.410865945166206,0.17774803795126068
83,283,41.67952037845849,4.417009395165359,0.17606621547532772
84,18853,41.679279121585864,4.417254773247913,0.1730486107522674
85,1774,41.80653121651103,4.2897031443479285,0.1793518145763594
86,278,41.83433715481628,4.262325824639813,0.18556634848826467
87,3297,41.834642342007335,4.262026313226269,0.18588584349582138
88,285,41.81308579006489,4.283233808735029,0.1845775294691605
89,999,41.815670136235035,4.280685752866301,0.18537365226374716
90,299,41.8440364600196,4.252817191664111,0.18582923522472838
91,19149,41.884299053477754,4.213572350555219,0.18608800163879677
92,1433,41.893837583722856,4.204328120049475,0.18819869179102713
93,2013,41.90107384639955,4.197328654961713,0.1887577692573958
94,428,41.90574703646598,4.192814583071942,0.19003980322098257
95,566,41.90932364042155,4.189363039338908,0.18954476387923846
