step,action,psnr_value,mse_value,ssim_value
1,14707,37.26056412502067,12.218670359046756,-0.004518490415628336
2,1005,37.38603940831618,11.870702474656241,0.010647214440034502
3,13012,37.42518595571683,11.76418282820024,0.005666261156452748
4,1121,37.538745964424834,11.460558027260712,0.03651497687622561
5,10098,37.795556584327564,10.802510632304738,0.12373638565033154
6,13138,37.80486725514153,10.779376356288676,0.10181178641290861
7,4133,37.83318466676407,10.70931996271238,0.07383742628037276
8,671,37.84988780621913,10.668210594664547,0.056222694671281034
9,4294,38.1664004603556,9.918370215344888,0.11735096986958851
10,20252,38.2667105161238,9.691908586728244,0.12240514780083468
11,12612,38.27580791709216,9.671627671769114,0.09914763790356201
12,4202,38.28067828884238,9.660787557163692,0.0811685577143248
13,9958,38.29204640797498,9.635532488427382,0.07947704005662531
14,12519,38.29996927631973,9.617970335084907,0.09175259947841001
15,2688,38.32638582895576,9.5596452870289,0.07884731788882154
16,5700,38.3847312074309,9.432074884721931,0.07396975188596014
17,12136,38.46959224739073,9.249561325011946,0.07177960810546105
18,10848,38.478080580464905,9.231500612075934,0.07011111343871634
19,4621,38.70975474964361,8.751951169566508,0.10941216603012743
20,14133,38.709592573754335,8.752277994341942,0.10903054355060585
21,4317,38.72027823504545,8.730769796498528,0.12144574401701291
22,3888,38.81700406126011,8.538467992271823,0.22108020570542253
23,13799,38.90749526504645,8.362398016248758,0.25160448448140804
24,13688,39.07504260083529,8.045927238019212,0.2591209260760088
25,11330,39.13828880953139,7.9296036435882575,0.22607597192177245
26,4178,39.15490278821592,7.899326814906614,0.194115981143178
27,16571,39.234597933192696,7.755692247079624,0.18547877395582701
28,11554,39.26736364613767,7.6973989496001565,0.09792946990258652
29,11193,39.3130222130539,7.616897994535263,0.14877300843434274
30,16769,39.31326961651249,7.6164640969584525,0.15280256457977137
31,18854,39.312732420037754,7.617406266590627,0.15356523098358085
32,5413,39.541921197895654,7.225838339781183,0.1882351520711495
33,2144,39.547492157400924,7.216575259815672,0.1832920241958582
34,5986,39.608222821001796,7.1163627669206635,0.22230531680370097
35,675,39.67876374171479,7.001707867066876,0.17558398596283198
36,17920,39.680459594549376,6.998974342085756,0.17996963382341435
37,18587,39.719893772585564,6.93571092209187,0.119031824441297
38,14993,39.721605341753666,6.9329780736251125,0.1185279537869134
39,2845,39.766901874465425,6.861043509430117,0.12076577554069878
40,19822,39.86278048201568,6.711232934949686,0.17048103789081404
41,11610,39.86775016220867,6.70355758858205,0.16788486677801925
42,18428,39.965876200170655,6.553793312018232,0.1571192577913795
43,4476,39.97857858121552,6.534652577403831,0.16499187948356256
44,17685,39.98225444928019,6.529123988138314,0.17283499205633293
